filepath,objective,dm,x,y
E:/Matt/olympus/DM_offset_data/20201201/calibration/30x_DM123_500nm_beads_0002.oir,30x,dm3,0.828640759202984,-0.725060664302611
E:/Matt/olympus/DM_offset_data/20201201/calibration/30x_DM123_500nm_beads_0003.oir,30x,dm2,0.103580094900373,0.517900474501865
E:/Matt/olympus/DM_offset_data/20201201/calibration/30x_DM123_500nm_beads_0003.oir,30x,dm3,0.828640759202984,-0.725060664302611
E:/Matt/olympus/DM_offset_data/20201201/calibration/30x_DM123_500nm_beads_0004.oir,30x,dm2,0,0.517900474501865
E:/Matt/olympus/DM_offset_data/20201201/calibration/30x_DM123_500nm_beads_0004.oir,30x,dm3,0.828640759202984,-0.828640759202984
E:/Matt/olympus/DM_offset_data/20201201/calibration/30x_DM145_500nm_beads.oir,30x,dm4,0,0.207160189800746
E:/Matt/olympus/DM_offset_data/20201201/calibration/30x_DM145_500nm_beads.oir,30x,dm5,0.103580094900373,0.414320379601492
E:/Matt/olympus/DM_offset_data/20201201/calibration/30x_DM145_500nm_beads_0001.oir,30x,dm4,0,0.207160189800746
E:/Matt/olympus/DM_offset_data/20201201/calibration/30x_DM145_500nm_beads_0001.oir,30x,dm5,0.103580094900373,0.414320379601492
E:/Matt/olympus/DM_offset_data/20201201/calibration/30x_DM145_500nm_beads_0002.oir,30x,dm4,0,0.103580094900373
E:/Matt/olympus/DM_offset_data/20201201/calibration/30x_DM145_500nm_beads_0002.oir,30x,dm5,0.103580094900373,0.414320379601492
E:/Matt/olympus/DM_offset_data/20201201/calibration/30x_DM145_500nm_beads_0003.oir,30x,dm4,0,0.207160189800746
E:/Matt/olympus/DM_offset_data/20201201/calibration/30x_DM145_500nm_beads_0003.oir,30x,dm5,0.103580094900373,0.414320379601492
E:/Matt/olympus/DM_offset_data/20201201/calibration/30x_DM145_500nm_beads_0004.oir,30x,dm4,0,0.207160189800746
E:/Matt/olympus/DM_offset_data/20201201/calibration/30x_DM145_500nm_beads_0004.oir,30x,dm5,0.103580094900373,0.414320379601492
E:/Matt/olympus/DM_offset_data/20201201/calibration/4x_DM123_4um_beads.oir,4x,dm2,0,3.88425355876399
E:/Matt/olympus/DM_offset_data/20201201/calibration/4x_DM123_4um_beads.oir,4x,dm3,5.43795498226959,-5.43795498226959
E:/Matt/olympus/DM_offset_data/20201201/calibration/4x_DM123_4um_beads_0001.oir,4x,dm2,0.776850711752798,3.88425355876399
E:/Matt/olympus/DM_offset_data/20201201/calibration/4x_DM123_4um_beads_0001.oir,4x,dm3,5.43795498226959,-5.43795498226959
E:/Matt/olympus/DM_offset_data/20201201/calibration/4x_DM123_4um_beads_0002.oir,4x,dm2,0.776850711752798,3.88425355876399
E:/Matt/olympus/DM_offset_data/20201201/calibration/4x_DM123_4um_beads_0002.oir,4x,dm3,6.21480569402238,-5.43795498226959
E:/Matt/olympus/DM_offset_data/20201201/calibration/4x_DM123_4um_beads_0003.oir,4x,dm2,0.776850711752798,3.88425355876399
E:/Matt/olympus/DM_offset_data/20201201/calibration/4x_DM123_4um_beads_0003.oir,4x,dm3,6.21480569402238,-5.43795498226959
E:/Matt/olympus/DM_offset_data/20201201/calibration/4x_DM123_4um_beads_0004.oir,4x,dm2,0.776850711752798,3.10740284701119
E:/Matt/olympus/DM_offset_data/20201201/calibration/4x_DM123_4um_beads_0004.oir,4x,dm3,6.21480569402238,-5.43795498226959
E:/Matt/olympus/DM_offset_data/20201201/calibration/4x_DM145_4um_beads.oir,4x,dm4,0,1.5537014235056
E:/Matt/olympus/DM_offset_data/20201201/calibration/4x_DM145_4um_beads.oir,4x,dm5,0.776850711752798,3.10740284701119
E:/Matt/olympus/DM_offset_data/20201201/calibration/4x_DM145_4um_beads_0001.oir,4x,dm4,-0.776850711752798,1.5537014235056
E:/Matt/olympus/DM_offset_data/20201201/calibration/4x_DM145_4um_beads_0001.oir,4x,dm5,0.776850711752798,3.10740284701119
E:/Matt/olympus/DM_offset_data/20201201/calibration/4x_DM145_4um_beads_0002.oir,4x,dm4,0,1.5537014235056
E:/Matt/olympus/DM_offset_data/20201201/calibration/4x_DM145_4um_beads_0002.oir,4x,dm5,0.776850711752798,3.10740284701119
E:/Matt/olympus/DM_offset_data/20201201/calibration/4x_DM145_4um_beads_0003.oir,4x,dm4,0,1.5537014235056
E:/Matt/olympus/DM_offset_data/20201201/calibration/4x_DM145_4um_beads_0003.oir,4x,dm5,0.776850711752798,3.10740284701119
E:/Matt/olympus/DM_offset_data/20201201/calibration/4x_DM145_4um_beads_0004.oir,4x,dm4,-0.776850711752798,1.5537014235056
E:/Matt/olympus/DM_offset_data/20201201/calibration/4x_DM145_4um_beads_0004.oir,4x,dm5,0.776850711752798,3.10740284701119
E:/Matt/olympus/DM_offset_data/20201201/calibration/60x_DM123_500nm_beads.oir,60x,dm2,0,0.276213586400992
E:/Matt/olympus/DM_offset_data/20201201/calibration/60x_DM123_500nm_beads.oir,60x,dm3,0.414320379601488,-0.414320379601488
E:/Matt/olympus/DM_offset_data/20201201/calibration/60x_DM123_500nm_beads_0001.oir,60x,dm2,0.069053396600248,0.276213586400992
E:/Matt/olympus/DM_offset_data/20201201/calibration/60x_DM123_500nm_beads_0001.oir,60x,dm3,0.414320379601488,-0.34526698300124
E:/Matt/olympus/DM_offset_data/20201201/calibration/60x_DM123_500nm_beads_0002.oir,60x,dm2,0.069053396600248,0.207160189800744
E:/Matt/olympus/DM_offset_data/20201201/calibration/60x_DM123_500nm_beads_0002.oir,60x,dm3,0.414320379601488,-0.414320379601488
E:/Matt/olympus/DM_offset_data/20201201/calibration/60x_DM123_500nm_beads_0003.oir,60x,dm2,0,0.276213586400992
E:/Matt/olympus/DM_offset_data/20201201/calibration/60x_DM123_500nm_beads_0003.oir,60x,dm3,0.414320379601488,-0.414320379601488
E:/Matt/olympus/DM_offset_data/20201201/calibration/60x_DM123_500nm_beads_0004.oir,60x,dm2,0,0.276213586400992
E:/Matt/olympus/DM_offset_data/20201201/calibration/60x_DM123_500nm_beads_0004.oir,60x,dm3,0.414320379601488,-0.414320379601488
E:/Matt/olympus/DM_offset_data/20201201/calibration/60x_DM145_500nm_beads.oir,60x,dm4,0,0.069053396600248
E:/Matt/olympus/DM_offset_data/20201201/calibration/60x_DM145_500nm_beads.oir,60x,dm5,0.069053396600248,0.207160189800744
E:/Matt/olympus/DM_offset_data/20201201/calibration/60x_DM145_500nm_beads_0001.oir,60x,dm4,0,0.069053396600248
E:/Matt/olympus/DM_offset_data/20201201/calibration/60x_DM145_500nm_beads_0001.oir,60x,dm5,0.069053396600248,0.207160189800744
E:/Matt/olympus/DM_offset_data/20201201/calibration/60x_DM145_500nm_beads_0002.oir,60x,dm4,0,0.069053396600248
E:/Matt/olympus/DM_offset_data/20201201/calibration/60x_DM145_500nm_beads_0002.oir,60x,dm5,0.069053396600248,0.207160189800744
E:/Matt/olympus/DM_offset_data/20201201/calibration/60x_DM145_500nm_beads_0003.oir,60x,dm4,0,0.069053396600248
E:/Matt/olympus/DM_offset_data/20201201/calibration/60x_DM145_500nm_beads_0003.oir,60x,dm5,0.069053396600248,0.207160189800744
E:/Matt/olympus/DM_offset_data/20201201/calibration/60x_DM145_500nm_beads_0004.oir,60x,dm4,0,0.138106793200496
E:/Matt/olympus/DM_offset_data/20201201/calibration/60x_DM145_500nm_beads_0004.oir,60x,dm5,0.069053396600248,0.207160189800744
